Jurisdiction,Not in ICU,ICU,Date,Active outbreaks in aged care homes as at 13 Sep 2022,Active outbreaks in aged care homes as at 20 Sep 2022,Active outbreaks in aged care homes as at 21 Sep 2022,Active outbreaks in aged care homes as at 28 Sep 2022,Active outbreaks in aged care homes as at 05 Oct 2022,Active outbreaks in aged care homes as at 12 Oct 2022,Active outbreaks in aged care homes as at 19 Oct 2022,Active outbreaks in aged care homes as at 26 Oct 2022,Active outbreaks in aged care homes as at 02 Nov 2022,Active outbreaks in aged care homes as at 09 Nov 2022,Active outbreaks in aged care homes as at 16 Nov 2022
Australia,3135.0,149.0,2022-04-28,,,,,,,,,,,
ACT,66.0,3.0,2022-04-28,,,,,,,,,,,
NSW,1625.0,76.0,2022-04-28,,,,,,,,,,,
NT,48.0,2.0,2022-04-28,,,,,,,,,,,
QLD,487.0,15.0,2022-04-28,,,,,,,,,,,
SA,229.0,11.0,2022-04-28,,,,,,,,,,,
TAS,39.0,1.0,2022-04-28,,,,,,,,,,,
VIC,410.0,35.0,2022-04-28,,,,,,,,,,,
WA,231.0,6.0,2022-04-28,,,,,,,,,,,
Australia,3032.0,137.0,2022-04-29,,,,,,,,,,,
ACT,62.0,3.0,2022-04-29,,,,,,,,,,,
NSW,1577.0,68.0,2022-04-29,,,,,,,,,,,
NT,45.0,2.0,2022-04-29,,,,,,,,,,,
QLD,481.0,11.0,2022-04-29,,,,,,,,,,,
SA,211.0,11.0,2022-04-29,,,,,,,,,,,
TAS,34.0,3.0,2022-04-29,,,,,,,,,,,
VIC,393.0,35.0,2022-04-29,,,,,,,,,,,
WA,229.0,4.0,2022-04-29,,,,,,,,,,,
Australia,3013.0,144.0,2022-04-30,,,,,,,,,,,
ACT,65.0,3.0,2022-04-30,,,,,,,,,,,
NSW,1554.0,69.0,2022-04-30,,,,,,,,,,,
NT,43.0,2.0,2022-04-30,,,,,,,,,,,
QLD,459.0,9.0,2022-04-30,,,,,,,,,,,
SA,235.0,15.0,2022-04-30,,,,,,,,,,,
TAS,38.0,3.0,2022-04-30,,,,,,,,,,,
VIC,393.0,35.0,2022-04-30,,,,,,,,,,,
WA,226.0,8.0,2022-04-30,,,,,,,,,,,
Australia,2936.0,154.0,2022-05-01,,,,,,,,,,,
ACT,66.0,3.0,2022-05-01,,,,,,,,,,,
NSW,1529.0,75.0,2022-05-01,,,,,,,,,,,
NT,49.0,1.0,2022-05-01,,,,,,,,,,,
QLD,432.0,14.0,2022-05-01,,,,,,,,,,,
SA,213.0,16.0,2022-05-01,,,,,,,,,,,
TAS,40.0,3.0,2022-05-01,,,,,,,,,,,
VIC,393.0,35.0,2022-05-01,,,,,,,,,,,
WA,214.0,7.0,2022-05-01,,,,,,,,,,,
Australia,3083.0,135.0,2022-05-02,,,,,,,,,,,
ACT,64.0,2.0,2022-05-02,,,,,,,,,,,
NSW,1584.0,72.0,2022-05-02,,,,,,,,,,,
NT,43.0,1.0,2022-05-02,,,,,,,,,,,
QLD,442.0,11.0,2022-05-02,,,,,,,,,,,
SA,242.0,15.0,2022-05-02,,,,,,,,,,,
TAS,44.0,2.0,2022-05-02,,,,,,,,,,,
VIC,430.0,26.0,2022-05-02,,,,,,,,,,,
WA,234.0,6.0,2022-05-02,,,,,,,,,,,
Australia,2945.0,143.0,2022-05-03,,,,,,,,,,,
ACT,60.0,4.0,2022-05-03,,,,,,,,,,,
NSW,1442.0,71.0,2022-05-03,,,,,,,,,,,
NT,36.0,1.0,2022-05-03,,,,,,,,,,,
QLD,451.0,15.0,2022-05-03,,,,,,,,,,,
SA,211.0,17.0,2022-05-03,,,,,,,,,,,
TAS,47.0,2.0,2022-05-03,,,,,,,,,,,
VIC,457.0,25.0,2022-05-03,,,,,,,,,,,
WA,241.0,8.0,2022-05-03,,,,,,,,,,,
Australia,2962.0,142.0,2022-05-04,,,,,,,,,,,
ACT,63.0,4.0,2022-05-04,,,,,,,,,,,
NSW,1442.0,68.0,2022-05-04,,,,,,,,,,,
NT,36.0,1.0,2022-05-04,,,,,,,,,,,
QLD,483.0,21.0,2022-05-04,,,,,,,,,,,
SA,210.0,11.0,2022-05-04,,,,,,,,,,,
TAS,48.0,2.0,2022-05-04,,,,,,,,,,,
VIC,448.0,25.0,2022-05-04,,,,,,,,,,,
WA,232.0,10.0,2022-05-04,,,,,,,,,,,
Australia,2998.0,133.0,2022-05-05,,,,,,,,,,,
ACT,66.0,4.0,2022-05-05,,,,,,,,,,,
NSW,1467.0,62.0,2022-05-05,,,,,,,,,,,
NT,37.0,1.0,2022-05-05,,,,,,,,,,,
QLD,453.0,14.0,2022-05-05,,,,,,,,,,,
SA,207.0,11.0,2022-05-05,,,,,,,,,,,
TAS,43.0,3.0,2022-05-05,,,,,,,,,,,
VIC,463.0,29.0,2022-05-05,,,,,,,,,,,
WA,262.0,9.0,2022-05-05,,,,,,,,,,,
Australia,2988.0,126.0,2022-05-06,,,,,,,,,,,
ACT,61.0,5.0,2022-05-06,,,,,,,,,,,
NSW,1445.0,54.0,2022-05-06,,,,,,,,,,,
NT,46.0,0.0,2022-05-06,,,,,,,,,,,
QLD,448.0,15.0,2022-05-06,,,,,,,,,,,
SA,211.0,10.0,2022-05-06,,,,,,,,,,,
TAS,44.0,2.0,2022-05-06,,,,,,,,,,,
VIC,471.0,31.0,2022-05-06,,,,,,,,,,,
WA,262.0,9.0,2022-05-06,,,,,,,,,,,
Australia,2988.0,126.0,2022-05-07,,,,,,,,,,,
ACT,61.0,5.0,2022-05-07,,,,,,,,,,,
NSW,1445.0,54.0,2022-05-07,,,,,,,,,,,
NT,46.0,0.0,2022-05-07,,,,,,,,,,,
QLD,448.0,15.0,2022-05-07,,,,,,,,,,,
SA,211.0,10.0,2022-05-07,,,,,,,,,,,
TAS,44.0,2.0,2022-05-07,,,,,,,,,,,
VIC,471.0,31.0,2022-05-07,,,,,,,,,,,
WA,262.0,9.0,2022-05-07,,,,,,,,,,,
Australia,2988.0,126.0,2022-05-08,,,,,,,,,,,
ACT,61.0,5.0,2022-05-08,,,,,,,,,,,
NSW,1445.0,54.0,2022-05-08,,,,,,,,,,,
NT,46.0,0.0,2022-05-08,,,,,,,,,,,
QLD,448.0,15.0,2022-05-08,,,,,,,,,,,
SA,211.0,10.0,2022-05-08,,,,,,,,,,,
TAS,44.0,2.0,2022-05-08,,,,,,,,,,,
VIC,471.0,31.0,2022-05-08,,,,,,,,,,,
WA,262.0,9.0,2022-05-08,,,,,,,,,,,
Australia,3010.0,129.0,2022-05-09,,,,,,,,,,,
ACT,69.0,3.0,2022-05-09,,,,,,,,,,,
NSW,1494.0,54.0,2022-05-09,,,,,,,,,,,
NT,38.0,0.0,2022-05-09,,,,,,,,,,,
QLD,427.0,12.0,2022-05-09,,,,,,,,,,,
SA,218.0,10.0,2022-05-09,,,,,,,,,,,
TAS,43.0,1.0,2022-05-09,,,,,,,,,,,
VIC,448.0,43.0,2022-05-09,,,,,,,,,,,
WA,273.0,6.0,2022-05-09,,,,,,,,,,,
Australia,3045.0,123.0,2022-05-10,,,,,,,,,,,
ACT,68.0,5.0,2022-05-10,,,,,,,,,,,
NSW,1483.0,55.0,2022-05-10,,,,,,,,,,,
NT,34.0,0.0,2022-05-10,,,,,,,,,,,
QLD,442.0,14.0,2022-05-10,,,,,,,,,,,
SA,216.0,6.0,2022-05-10,,,,,,,,,,,
TAS,39.0,1.0,2022-05-10,,,,,,,,,,,
VIC,485.0,34.0,2022-05-10,,,,,,,,,,,
WA,278.0,8.0,2022-05-10,,,,,,,,,,,
Australia,2988.0,114.0,2022-05-11,,,,,,,,,,,
ACT,72.0,4.0,2022-05-11,,,,,,,,,,,
NSW,1404.0,48.0,2022-05-11,,,,,,,,,,,
NT,27.0,0.0,2022-05-11,,,,,,,,,,,
QLD,445.0,14.0,2022-05-11,,,,,,,,,,,
SA,225.0,7.0,2022-05-11,,,,,,,,,,,
TAS,47.0,1.0,2022-05-11,,,,,,,,,,,
VIC,500.0,33.0,2022-05-11,,,,,,,,,,,
WA,268.0,7.0,2022-05-11,,,,,,,,,,,
Australia,2882.0,122.0,2022-05-12,,,,,,,,,,,
ACT,69.0,5.0,2022-05-12,,,,,,,,,,,
NSW,1347.0,56.0,2022-05-12,,,,,,,,,,,
NT,18.0,0.0,2022-05-12,,,,,,,,,,,
QLD,421.0,16.0,2022-05-12,,,,,,,,,,,
SA,203.0,7.0,2022-05-12,,,,,,,,,,,
TAS,41.0,1.0,2022-05-12,,,,,,,,,,,
VIC,516.0,29.0,2022-05-12,,,,,,,,,,,
WA,267.0,8.0,2022-05-12,,,,,,,,,,,
Australia,2810.0,123.0,2022-05-13,,,,,,,,,,,
ACT,70.0,4.0,2022-05-13,,,,,,,,,,,
NSW,1338.0,60.0,2022-05-13,,,,,,,,,,,
NT,16.0,0.0,2022-05-13,,,,,,,,,,,
QLD,396.0,11.0,2022-05-13,,,,,,,,,,,
SA,219.0,10.0,2022-05-13,,,,,,,,,,,
TAS,38.0,1.0,2022-05-13,,,,,,,,,,,
VIC,466.0,25.0,2022-05-13,,,,,,,,,,,
WA,267.0,12.0,2022-05-13,,,,,,,,,,,
Australia,2810.0,123.0,2022-05-14,,,,,,,,,,,
ACT,70.0,4.0,2022-05-14,,,,,,,,,,,
NSW,1338.0,60.0,2022-05-14,,,,,,,,,,,
NT,16.0,0.0,2022-05-14,,,,,,,,,,,
QLD,396.0,11.0,2022-05-14,,,,,,,,,,,
SA,219.0,10.0,2022-05-14,,,,,,,,,,,
TAS,38.0,1.0,2022-05-14,,,,,,,,,,,
VIC,466.0,25.0,2022-05-14,,,,,,,,,,,
WA,267.0,12.0,2022-05-14,,,,,,,,,,,
Australia,2810.0,123.0,2022-05-15,,,,,,,,,,,
ACT,70.0,4.0,2022-05-15,,,,,,,,,,,
NSW,1338.0,60.0,2022-05-15,,,,,,,,,,,
NT,16.0,0.0,2022-05-15,,,,,,,,,,,
QLD,396.0,11.0,2022-05-15,,,,,,,,,,,
SA,219.0,10.0,2022-05-15,,,,,,,,,,,
TAS,38.0,1.0,2022-05-15,,,,,,,,,,,
VIC,466.0,25.0,2022-05-15,,,,,,,,,,,
WA,267.0,12.0,2022-05-15,,,,,,,,,,,
Australia,2963.0,138.0,2022-05-16,,,,,,,,,,,
ACT,70.0,5.0,2022-05-16,,,,,,,,,,,
NSW,1372.0,65.0,2022-05-16,,,,,,,,,,,
NT,21.0,1.0,2022-05-16,,,,,,,,,,,
QLD,418.0,17.0,2022-05-16,,,,,,,,,,,
SA,241.0,7.0,2022-05-16,,,,,,,,,,,
TAS,43.0,1.0,2022-05-16,,,,,,,,,,,
VIC,495.0,31.0,2022-05-16,,,,,,,,,,,
WA,303.0,11.0,2022-05-16,,,,,,,,,,,
Australia,3031.0,131.0,2022-05-17,,,,,,,,,,,
ACT,75.0,5.0,2022-05-17,,,,,,,,,,,
NSW,1383.0,59.0,2022-05-17,,,,,,,,,,,
NT,19.0,2.0,2022-05-17,,,,,,,,,,,
QLD,478.0,14.0,2022-05-17,,,,,,,,,,,
SA,239.0,7.0,2022-05-17,,,,,,,,,,,
TAS,38.0,2.0,2022-05-17,,,,,,,,,,,
VIC,485.0,31.0,2022-05-17,,,,,,,,,,,
WA,314.0,11.0,2022-05-17,,,,,,,,,,,
Australia,3000.0,134.0,2022-05-18,,,,,,,,,,,
ACT,70.0,4.0,2022-05-18,,,,,,,,,,,
NSW,1338.0,57.0,2022-05-18,,,,,,,,,,,
NT,23.0,2.0,2022-05-18,,,,,,,,,,,
QLD,495.0,16.0,2022-05-18,,,,,,,,,,,
SA,237.0,10.0,2022-05-18,,,,,,,,,,,
TAS,43.0,2.0,2022-05-18,,,,,,,,,,,
VIC,479.0,31.0,2022-05-18,,,,,,,,,,,
WA,315.0,12.0,2022-05-18,,,,,,,,,,,
Australia,2865.0,121.0,2022-05-19,,,,,,,,,,,
ACT,78.0,4.0,2022-05-19,,,,,,,,,,,
NSW,1237.0,46.0,2022-05-19,,,,,,,,,,,
NT,23.0,4.0,2022-05-19,,,,,,,,,,,
QLD,481.0,12.0,2022-05-19,,,,,,,,,,,
SA,235.0,11.0,2022-05-19,,,,,,,,,,,
TAS,41.0,2.0,2022-05-19,,,,,,,,,,,
VIC,480.0,32.0,2022-05-19,,,,,,,,,,,
WA,290.0,10.0,2022-05-19,,,,,,,,,,,
Australia,2773.0,118.0,2022-05-20,,,,,,,,,,,
ACT,80.0,4.0,2022-05-20,,,,,,,,,,,
NSW,1185.0,41.0,2022-05-20,,,,,,,,,,,
NT,21.0,2.0,2022-05-20,,,,,,,,,,,
QLD,467.0,11.0,2022-05-20,,,,,,,,,,,
SA,205.0,13.0,2022-05-20,,,,,,,,,,,
TAS,43.0,1.0,2022-05-20,,,,,,,,,,,
VIC,479.0,35.0,2022-05-20,,,,,,,,,,,
WA,293.0,11.0,2022-05-20,,,,,,,,,,,
Australia,2773.0,118.0,2022-05-21,,,,,,,,,,,
ACT,80.0,4.0,2022-05-21,,,,,,,,,,,
NSW,1185.0,41.0,2022-05-21,,,,,,,,,,,
NT,21.0,2.0,2022-05-21,,,,,,,,,,,
QLD,467.0,11.0,2022-05-21,,,,,,,,,,,
SA,205.0,13.0,2022-05-21,,,,,,,,,,,
TAS,43.0,1.0,2022-05-21,,,,,,,,,,,
VIC,479.0,35.0,2022-05-21,,,,,,,,,,,
WA,293.0,11.0,2022-05-21,,,,,,,,,,,
Australia,2773.0,118.0,2022-05-22,,,,,,,,,,,
ACT,80.0,4.0,2022-05-22,,,,,,,,,,,
NSW,1185.0,41.0,2022-05-22,,,,,,,,,,,
NT,21.0,2.0,2022-05-22,,,,,,,,,,,
QLD,467.0,11.0,2022-05-22,,,,,,,,,,,
SA,205.0,13.0,2022-05-22,,,,,,,,,,,
TAS,43.0,1.0,2022-05-22,,,,,,,,,,,
VIC,479.0,35.0,2022-05-22,,,,,,,,,,,
WA,293.0,11.0,2022-05-22,,,,,,,,,,,
Australia,2805.0,107.0,2022-05-23,,,,,,,,,,,
ACT,87.0,4.0,2022-05-23,,,,,,,,,,,
NSW,1201.0,35.0,2022-05-23,,,,,,,,,,,
NT,15.0,2.0,2022-05-23,,,,,,,,,,,
QLD,384.0,17.0,2022-05-23,,,,,,,,,,,
SA,228.0,10.0,2022-05-23,,,,,,,,,,,
TAS,50.0,1.0,2022-05-23,,,,,,,,,,,
VIC,526.0,29.0,2022-05-23,,,,,,,,,,,
WA,314.0,9.0,2022-05-23,,,,,,,,,,,
Australia,2810.0,117.0,2022-05-24,,,,,,,,,,,
ACT,87.0,3.0,2022-05-24,,,,,,,,,,,
NSW,1196.0,38.0,2022-05-24,,,,,,,,,,,
NT,16.0,1.0,2022-05-24,,,,,,,,,,,
QLD,434.0,17.0,2022-05-24,,,,,,,,,,,
SA,223.0,9.0,2022-05-24,,,,,,,,,,,
TAS,45.0,1.0,2022-05-24,,,,,,,,,,,
VIC,509.0,36.0,2022-05-24,,,,,,,,,,,
WA,300.0,12.0,2022-05-24,,,,,,,,,,,
Australia,2781.0,108.0,2022-05-25,,,,,,,,,,,
ACT,87.0,1.0,2022-05-25,,,,,,,,,,,
NSW,1174.0,35.0,2022-05-25,,,,,,,,,,,
NT,10.0,1.0,2022-05-25,,,,,,,,,,,
QLD,411.0,15.0,2022-05-25,,,,,,,,,,,
SA,226.0,10.0,2022-05-25,,,,,,,,,,,
TAS,49.0,2.0,2022-05-25,,,,,,,,,,,
VIC,530.0,37.0,2022-05-25,,,,,,,,,,,
WA,294.0,7.0,2022-05-25,,,,,,,,,,,
Australia,2804.0,101.0,2022-05-26,,,,,,,,,,,
ACT,84.0,1.0,2022-05-26,,,,,,,,,,,
NSW,1166.0,38.0,2022-05-26,,,,,,,,,,,
NT,12.0,0.0,2022-05-26,,,,,,,,,,,
QLD,433.0,12.0,2022-05-26,,,,,,,,,,,
SA,229.0,9.0,2022-05-26,,,,,,,,,,,
TAS,49.0,1.0,2022-05-26,,,,,,,,,,,
VIC,525.0,34.0,2022-05-26,,,,,,,,,,,
WA,306.0,6.0,2022-05-26,,,,,,,,,,,
Australia,2764.0,99.0,2022-05-27,,,,,,,,,,,
ACT,80.0,3.0,2022-05-27,,,,,,,,,,,
NSW,1139.0,34.0,2022-05-27,,,,,,,,,,,
NT,16.0,0.0,2022-05-27,,,,,,,,,,,
QLD,413.0,9.0,2022-05-27,,,,,,,,,,,
SA,216.0,10.0,2022-05-27,,,,,,,,,,,
TAS,49.0,1.0,2022-05-27,,,,,,,,,,,
VIC,538.0,33.0,2022-05-27,,,,,,,,,,,
WA,313.0,9.0,2022-05-27,,,,,,,,,,,
Australia,2764.0,99.0,2022-05-28,,,,,,,,,,,
ACT,80.0,3.0,2022-05-28,,,,,,,,,,,
NSW,1139.0,34.0,2022-05-28,,,,,,,,,,,
NT,16.0,0.0,2022-05-28,,,,,,,,,,,
QLD,413.0,9.0,2022-05-28,,,,,,,,,,,
SA,216.0,10.0,2022-05-28,,,,,,,,,,,
TAS,49.0,1.0,2022-05-28,,,,,,,,,,,
VIC,538.0,33.0,2022-05-28,,,,,,,,,,,
WA,313.0,9.0,2022-05-28,,,,,,,,,,,
Australia,2764.0,99.0,2022-05-29,,,,,,,,,,,
ACT,80.0,3.0,2022-05-29,,,,,,,,,,,
NSW,1139.0,34.0,2022-05-29,,,,,,,,,,,
NT,16.0,0.0,2022-05-29,,,,,,,,,,,
QLD,413.0,9.0,2022-05-29,,,,,,,,,,,
SA,216.0,10.0,2022-05-29,,,,,,,,,,,
TAS,49.0,1.0,2022-05-29,,,,,,,,,,,
VIC,538.0,33.0,2022-05-29,,,,,,,,,,,
WA,313.0,9.0,2022-05-29,,,,,,,,,,,
Australia,2677.0,97.0,2022-05-30,,,,,,,,,,,
ACT,85.0,3.0,2022-05-30,,,,,,,,,,,
NSW,1147.0,34.0,2022-05-30,,,,,,,,,,,
NT,11.0,0.0,2022-05-30,,,,,,,,,,,
QLD,361.0,4.0,2022-05-30,,,,,,,,,,,
SA,208.0,8.0,2022-05-30,,,,,,,,,,,
TAS,45.0,1.0,2022-05-30,,,,,,,,,,,
VIC,513.0,37.0,2022-05-30,,,,,,,,,,,
WA,307.0,10.0,2022-05-30,,,,,,,,,,,
Australia,2681.0,92.0,2022-05-31,,,,,,,,,,,
ACT,89.0,4.0,2022-05-31,,,,,,,,,,,
NSW,1149.0,36.0,2022-05-31,,,,,,,,,,,
NT,11.0,0.0,2022-05-31,,,,,,,,,,,
QLD,355.0,4.0,2022-05-31,,,,,,,,,,,
SA,226.0,6.0,2022-05-31,,,,,,,,,,,
TAS,47.0,1.0,2022-05-31,,,,,,,,,,,
VIC,496.0,31.0,2022-05-31,,,,,,,,,,,
WA,308.0,10.0,2022-05-31,,,,,,,,,,,
Australia,2599.0,87.0,2022-06-01,,,,,,,,,,,
ACT,79.0,5.0,2022-06-01,,,,,,,,,,,
NSW,1112.0,31.0,2022-06-01,,,,,,,,,,,
NT,14.0,1.0,2022-06-01,,,,,,,,,,,
QLD,321.0,5.0,2022-06-01,,,,,,,,,,,
SA,238.0,6.0,2022-06-01,,,,,,,,,,,
TAS,47.0,1.0,2022-06-01,,,,,,,,,,,
VIC,498.0,30.0,2022-06-01,,,,,,,,,,,
WA,290.0,8.0,2022-06-01,,,,,,,,,,,
Australia,2485.0,85.0,2022-06-02,,,,,,,,,,,
ACT,78.0,4.0,2022-06-02,,,,,,,,,,,
NSW,1036.0,30.0,2022-06-02,,,,,,,,,,,
NT,13.0,0.0,2022-06-02,,,,,,,,,,,
QLD,309.0,7.0,2022-06-02,,,,,,,,,,,
SA,232.0,9.0,2022-06-02,,,,,,,,,,,
TAS,41.0,1.0,2022-06-02,,,,,,,,,,,
VIC,497.0,28.0,2022-06-02,,,,,,,,,,,
WA,279.0,6.0,2022-06-02,,,,,,,,,,,
Australia,2636.0,87.0,2022-06-03,,,,,,,,,,,
ACT,80.0,1.0,2022-06-03,,,,,,,,,,,
NSW,1220.0,34.0,2022-06-03,,,,,,,,,,,
NT,20.0,0.0,2022-06-03,,,,,,,,,,,
QLD,302.0,3.0,2022-06-03,,,,,,,,,,,
SA,222.0,10.0,2022-06-03,,,,,,,,,,,
TAS,41.0,1.0,2022-06-03,,,,,,,,,,,
VIC,485.0,29.0,2022-06-03,,,,,,,,,,,
WA,266.0,9.0,2022-06-03,,,,,,,,,,,
Australia,2636.0,87.0,2022-06-04,,,,,,,,,,,
ACT,80.0,1.0,2022-06-04,,,,,,,,,,,
NSW,1220.0,34.0,2022-06-04,,,,,,,,,,,
NT,20.0,0.0,2022-06-04,,,,,,,,,,,
QLD,302.0,3.0,2022-06-04,,,,,,,,,,,
SA,222.0,10.0,2022-06-04,,,,,,,,,,,
TAS,41.0,1.0,2022-06-04,,,,,,,,,,,
VIC,485.0,29.0,2022-06-04,,,,,,,,,,,
WA,266.0,9.0,2022-06-04,,,,,,,,,,,
Australia,2636.0,87.0,2022-06-05,,,,,,,,,,,
ACT,80.0,1.0,2022-06-05,,,,,,,,,,,
NSW,1220.0,34.0,2022-06-05,,,,,,,,,,,
NT,20.0,0.0,2022-06-05,,,,,,,,,,,
QLD,302.0,3.0,2022-06-05,,,,,,,,,,,
SA,222.0,10.0,2022-06-05,,,,,,,,,,,
TAS,41.0,1.0,2022-06-05,,,,,,,,,,,
VIC,485.0,29.0,2022-06-05,,,,,,,,,,,
WA,266.0,9.0,2022-06-05,,,,,,,,,,,
Australia,2662.0,79.0,2022-06-06,,,,,,,,,,,
ACT,80.0,1.0,2022-06-06,,,,,,,,,,,
NSW,1276.0,38.0,2022-06-06,,,,,,,,,,,
NT,12.0,0.0,2022-06-06,,,,,,,,,,,
QLD,293.0,6.0,2022-06-06,,,,,,,,,,,
SA,232.0,9.0,2022-06-06,,,,,,,,,,,
TAS,43.0,0.0,2022-06-06,,,,,,,,,,,
VIC,451.0,25.0,2022-06-06,,,,,,,,,,,
WA,275.0,0.0,2022-06-06,,,,,,,,,,,
Australia,2717.0,87.0,2022-06-07,,,,,,,,,,,
ACT,91.0,1.0,2022-06-07,,,,,,,,,,,
NSW,1271.0,36.0,2022-06-07,,,,,,,,,,,
NT,12.0,0.0,2022-06-07,,,,,,,,,,,
QLD,312.0,4.0,2022-06-07,,,,,,,,,,,
SA,227.0,7.0,2022-06-07,,,,,,,,,,,
TAS,39.0,0.0,2022-06-07,,,,,,,,,,,
VIC,490.0,24.0,2022-06-07,,,,,,,,,,,
WA,275.0,15.0,2022-06-07,,,,,,,,,,,
Australia,2679.0,99.0,2022-06-08,,,,,,,,,,,
ACT,89.0,0.0,2022-06-08,,,,,,,,,,,
NSW,1245.0,38.0,2022-06-08,,,,,,,,,,,
NT,14.0,0.0,2022-06-08,,,,,,,,,,,
QLD,300.0,12.0,2022-06-08,,,,,,,,,,,
SA,232.0,5.0,2022-06-08,,,,,,,,,,,
TAS,38.0,0.0,2022-06-08,,,,,,,,,,,
VIC,493.0,29.0,2022-06-08,,,,,,,,,,,
WA,268.0,15.0,2022-06-08,,,,,,,,,,,
Australia,2642.0,102.0,2022-06-09,,,,,,,,,,,
ACT,87.0,0.0,2022-06-09,,,,,,,,,,,
NSW,1223.0,40.0,2022-06-09,,,,,,,,,,,
NT,16.0,0.0,2022-06-09,,,,,,,,,,,
QLD,286.0,11.0,2022-06-09,,,,,,,,,,,
SA,229.0,5.0,2022-06-09,,,,,,,,,,,
TAS,36.0,1.0,2022-06-09,,,,,,,,,,,
VIC,488.0,29.0,2022-06-09,,,,,,,,,,,
WA,277.0,16.0,2022-06-09,,,,,,,,,,,
Australia,2609.0,98.0,2022-06-10,,,,,,,,,,,
ACT,82.0,1.0,2022-06-10,,,,,,,,,,,
NSW,1209.0,41.0,2022-06-10,,,,,,,,,,,
NT,13.0,0.0,2022-06-10,,,,,,,,,,,
QLD,292.0,9.0,2022-06-10,,,,,,,,,,,
SA,230.0,5.0,2022-06-10,,,,,,,,,,,
TAS,32.0,2.0,2022-06-10,,,,,,,,,,,
VIC,484.0,28.0,2022-06-10,,,,,,,,,,,
WA,267.0,12.0,2022-06-10,,,,,,,,,,,
Australia,2609.0,98.0,2022-06-11,,,,,,,,,,,
ACT,82.0,1.0,2022-06-11,,,,,,,,,,,
NSW,1209.0,41.0,2022-06-11,,,,,,,,,,,
NT,13.0,0.0,2022-06-11,,,,,,,,,,,
QLD,292.0,9.0,2022-06-11,,,,,,,,,,,
SA,230.0,5.0,2022-06-11,,,,,,,,,,,
TAS,32.0,2.0,2022-06-11,,,,,,,,,,,
VIC,484.0,28.0,2022-06-11,,,,,,,,,,,
WA,267.0,12.0,2022-06-11,,,,,,,,,,,
Australia,2609.0,98.0,2022-06-12,,,,,,,,,,,
ACT,82.0,1.0,2022-06-12,,,,,,,,,,,
NSW,1209.0,41.0,2022-06-12,,,,,,,,,,,
NT,13.0,0.0,2022-06-12,,,,,,,,,,,
QLD,292.0,9.0,2022-06-12,,,,,,,,,,,
SA,230.0,5.0,2022-06-12,,,,,,,,,,,
TAS,32.0,2.0,2022-06-12,,,,,,,,,,,
VIC,484.0,28.0,2022-06-12,,,,,,,,,,,
WA,267.0,12.0,2022-06-12,,,,,,,,,,,
Australia,2609.0,98.0,2022-06-13,,,,,,,,,,,
ACT,82.0,1.0,2022-06-13,,,,,,,,,,,
NSW,1209.0,41.0,2022-06-13,,,,,,,,,,,
NT,13.0,0.0,2022-06-13,,,,,,,,,,,
QLD,292.0,9.0,2022-06-13,,,,,,,,,,,
SA,230.0,5.0,2022-06-13,,,,,,,,,,,
TAS,32.0,2.0,2022-06-13,,,,,,,,,,,
VIC,484.0,28.0,2022-06-13,,,,,,,,,,,
WA,267.0,12.0,2022-06-13,,,,,,,,,,,
ACT,82.0,1.0,2022-06-14,,,,,,,,,,,
NT,13.0,0.0,2022-06-14,,,,,,,,,,,
SA,230.0,5.0,2022-06-14,,,,,,,,,,,
TAS,32.0,2.0,2022-06-14,,,,,,,,,,,
WA,267.0,12.0,2022-06-14,,,,,,,,,,,
Australia,2112.0,75.0,2022-06-14,,,,,,,,,,,
NSW,1302.0,39.0,2022-06-14,,,,,,,,,,,
QLD,365.0,8.0,2022-06-14,,,,,,,,,,,
VIC,445.0,28.0,2022-06-14,,,,,,,,,,,
Australia,2783.0,104.0,2022-06-15,,,,,,,,,,,
ACT,95.0,2.0,2022-06-15,,,,,,,,,,,
NSW,1313.0,42.0,2022-06-15,,,,,,,,,,,
NT,20.0,1.0,2022-06-15,,,,,,,,,,,
QLD,386.0,5.0,2022-06-15,,,,,,,,,,,
SA,238.0,8.0,2022-06-15,,,,,,,,,,,
TAS,41.0,2.0,2022-06-15,,,,,,,,,,,
VIC,441.0,35.0,2022-06-15,,,,,,,,,,,
WA,249.0,9.0,2022-06-15,,,,,,,,,,,
Australia,2721.0,97.0,2022-06-16,,,,,,,,,,,
ACT,87.0,2.0,2022-06-16,,,,,,,,,,,
NSW,1291.0,43.0,2022-06-16,,,,,,,,,,,
NT,20.0,2.0,2022-06-16,,,,,,,,,,,
QLD,382.0,4.0,2022-06-16,,,,,,,,,,,
SA,214.0,8.0,2022-06-16,,,,,,,,,,,
TAS,37.0,1.0,2022-06-16,,,,,,,,,,,
VIC,438.0,27.0,2022-06-16,,,,,,,,,,,
WA,252.0,10.0,2022-06-16,,,,,,,,,,,
Australia,2724.0,93.0,2022-06-17,,,,,,,,,,,
ACT,85.0,2.0,2022-06-17,,,,,,,,,,,
NSW,1330.0,42.0,2022-06-17,,,,,,,,,,,
NT,17.0,1.0,2022-06-17,,,,,,,,,,,
QLD,395.0,7.0,2022-06-17,,,,,,,,,,,
SA,205.0,5.0,2022-06-17,,,,,,,,,,,
TAS,29.0,1.0,2022-06-17,,,,,,,,,,,
VIC,414.0,24.0,2022-06-17,,,,,,,,,,,
