Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date,Locally acquired last 24 hours,Under investigation last 24 hours,Active Cases^,Under investigation last 24 hours*,Average daily cases as at 20 Sep 2022,Change in average cases compared to previous week (%),Average daily cases as at 27 Sep 2022,Average daily cases as at 04 Oct 2022,Average daily cases as at 11 Oct 2022,Average daily cases as at 18 Oct 2022,Average daily cases as at 25 Oct 2022,Average daily cases as at 01 Nov 2022,Average daily cases as at 08 Nov 2022,Average daily cases as at 15 Nov 2022,Average daily cases as at 22 Nov 2022,Average daily cases as at 29 Nov 2022,Average daily cases as at 06 Dec 2022,Average daily cases as at 13 Dec 2022,Average daily cases as at 20 Dec 2022,Average daily cases as at 03 Jan 2023,Average daily cases as at 10 Jan 2023,Average daily cases as at 17 Jan 2023,Average daily cases as at 24 Jan 2023
NSW,278324.0,9.0,0.0,17642.0,494.0,3.0,142499.0,2022-01-20,,,,,,,,,,,,,,,,,,,,,,,
NT,3948.0,2.0,0.0,85.0,346.0,0.0,1408.0,2022-01-20,,,,,,,,,,,,,,,,,,,,,,,
QLD,89638.0,113.0,0.0,11127.0,224.0,1.0,85332.0,2022-01-20,,,,,,,,,,,,,,,,,,,,,,,
SA,35525.0,1526.0,17.0,2234.0,8801.0,69.0,17174.0,2022-01-20,,,,,,,,,,,,,,,,,,,,,,,
TAS,1729.0,0.0,0.0,293.0,358.0,0.0,2247.0,2022-01-20,,,,,,,,,,,,,,,,,,,,,,,
VIC,99976.0,974.0,0.0,10336.0,12180.0,0.0,78221.0,2022-01-20,,,,,,,,,,,,,,,,,,,,,,,
WA,82.0,8.0,1.0,1.0,53.0,6.0,3.0,2022-01-20,,,,,,,,,,,,,,,,,,,,,,,
Australia,492605.0,1460.0,12.0,38571.0,24541.0,81.0,304513.0,2022-01-21,,,,,,,,,,,,,,,,,,,,,,,
ACT,5647.0,259.0,0.0,0.0,4913.0,0.0,0.0,2022-01-21,,,,,,,,,,,,,,,,,,,,,,,
NSW,259132.0,2.0,1.0,15150.0,237.0,2.0,132523.0,2022-01-21,,,,,,,,,,,,,,,,,,,,,,,
NT,4048.0,3.0,0.0,81.0,49.0,0.0,1017.0,2022-01-21,,,,,,,,,,,,,,,,,,,,,,,
QLD,91306.0,27.0,0.0,11195.0,238.0,1.0,82925.0,2022-01-21,,,,,,,,,,,,,,,,,,,,,,,
SA,31582.0,1163.0,9.0,1851.0,8634.0,71.0,14615.0,2022-01-21,,,,,,,,,,,,,,,,,,,,,,,
TAS,1400.0,0.0,0.0,269.0,358.0,0.0,1849.0,2022-01-21,,,,,,,,,,,,,,,,,,,,,,,
VIC,99408.0,0.0,0.0,10023.0,10060.0,0.0,71579.0,2022-01-21,,,,,,,,,,,,,,,,,,,,,,,
WA,82.0,6.0,2.0,2.0,52.0,7.0,5.0,2022-01-21,,,,,,,,,,,,,,,,,,,,,,,
Australia,458863.0,1239.0,2.0,32238.0,21488.0,68.0,281032.0,2022-01-22,,,,,,,,,,,,,,,,,,,,,,,
ACT,5464.0,224.0,0.0,0.0,4636.0,0.0,0.0,2022-01-22,,,,,,,,,,,,,,,,,,,,,,,
NSW,259350.0,6.0,0.0,11576.0,22.0,2.0,117711.0,2022-01-22,,,,,,,,,,,,,,,,,,,,,,,
NT,3938.0,6.0,0.0,81.0,48.0,0.0,801.0,2022-01-22,,,,,,,,,,,,,,,,,,,,,,,
QLD,86306.0,104.0,0.0,10592.0,326.0,1.0,79896.0,2022-01-22,,,,,,,,,,,,,,,,,,,,,,,
SA,33892.0,0.0,0.0,2193.0,7110.0,57.0,14243.0,2022-01-22,,,,,,,,,,,,,,,,,,,,,,,
TAS,1160.0,1.0,0.0,253.0,359.0,0.0,1798.0,2022-01-22,,,,,,,,,,,,,,,,,,,,,,,
VIC,68675.0,891.0,0.0,7541.0,8936.0,0.0,66577.0,2022-01-22,,,,,,,,,,,,,,,,,,,,,,,
WA,78.0,7.0,2.0,2.0,51.0,8.0,6.0,2022-01-22,,,,,,,,,,,,,,,,,,,,,,,
Australia,453518.0,1206.0,18.0,30436.0,17559.0,71.0,261830.0,2022-01-23,,,,,,,,,,,,,,,,,,,,,,,
ACT,5336.0,385.0,0.0,0.0,4378.0,0.0,0.0,2022-01-23,,,,,,,,,,,,,,,,,,,,,,,
NSW,259104.0,3.0,0.0,13617.0,24.0,2.0,110791.0,2022-01-23,,,,,,,,,,,,,,,,,,,,,,,
NT,3243.0,9.0,0.0,57.0,45.0,0.0,727.0,2022-01-23,,,,,,,,,,,,,,,,,,,,,,,
QLD,84807.0,36.0,0.0,8603.0,336.0,1.0,75722.0,2022-01-23,,,,,,,,,,,,,,,,,,,,,,,
SA,33290.0,746.0,17.0,1299.0,7076.0,59.0,14162.0,2022-01-23,,,,,,,,,,,,,,,,,,,,,,,
TAS,1531.0,0.0,0.0,237.0,359.0,0.0,1830.0,2022-01-23,,,,,,,,,,,,,,,,,,,,,,,
VIC,66115.0,4.0,0.0,6621.0,5270.0,0.0,58589.0,2022-01-23,,,,,,,,,,,,,,,,,,,,,,,
WA,92.0,23.0,1.0,2.0,71.0,9.0,9.0,2022-01-23,,,,,,,,,,,,,,,,,,,,,,,
Australia,411875.0,2135.0,11.0,19854.0,15287.0,70.0,246209.0,2022-01-24,,,,,,,,,,,,,,,,,,,,,,,
ACT,5069.0,472.0,0.0,0.0,3003.0,0.0,0.0,2022-01-24,,,,,,,,,,,,,,,,,,,,,,,
NSW,227428.0,3.0,0.0,8187.0,26.0,2.0,101494.0,2022-01-24,,,,,,,,,,,,,,,,,,,,,,,
NT,2063.0,3.0,0.0,58.0,33.0,0.0,707.0,2022-01-24,,,,,,,,,,,,,,,,,,,,,,,
QLD,84164.0,55.0,0.0,6542.0,363.0,0.0,71755.0,2022-01-24,,,,,,,,,,,,,,,,,,,,,,,
SA,27991.0,625.0,9.0,1375.0,5676.0,58.0,13201.0,2022-01-24,,,,,,,,,,,,,,,,,,,,,,,
TAS,1505.0,3.0,0.0,165.0,4.0,0.0,1995.0,2022-01-24,,,,,,,,,,,,,,,,,,,,,,,
VIC,63551.0,962.0,0.0,3526.0,6110.0,0.0,57047.0,2022-01-24,,,,,,,,,,,,,,,,,,,,,,,
WA,104.0,12.0,2.0,1.0,72.0,10.0,10.0,2022-01-24,,,,,,,,,,,,,,,,,,,,,,,
Australia,396395.0,2740.0,12.0,21345.0,15391.0,78.0,231464.0,2022-01-25,,,,,,,,,,,,,,,,,,,,,,,
ACT,4829.0,546.0,0.0,0.0,2708.0,0.0,0.0,2022-01-25,,,,,,,,,,,,,,,,,,,,,,,
NSW,209326.0,3.0,0.0,9419.0,28.0,1.0,95255.0,2022-01-25,,,,,,,,,,,,,,,,,,,,,,,
NT,3232.0,2.0,0.0,85.0,31.0,0.0,721.0,2022-01-25,,,,,,,,,,,,,,,,,,,,,,,
QLD,84164.0,85.0,1.0,5615.0,429.0,1.0,67428.0,2022-01-25,,,,,,,,,,,,,,,,,,,,,,,
SA,30641.0,653.0,8.0,1208.0,6171.0,65.0,11706.0,2022-01-25,,,,,,,,,,,,,,,,,,,,,,,
TAS,1354.0,1.0,0.0,156.0,5.0,0.0,1682.0,2022-01-25,,,,,,,,,,,,,,,,,,,,,,,
VIC,62734.0,1437.0,0.0,4860.0,5946.0,0.0,54660.0,2022-01-25,,,,,,,,,,,,,,,,,,,,,,,
WA,115.0,13.0,3.0,2.0,73.0,11.0,12.0,2022-01-25,,,,,,,,,,,,,,,,,,,,,,,
Australia,353566.0,3567.0,2.0,28228.0,15185.0,75.0,214590.0,2022-01-26,,,,,,,,,,,,,,,,,,,,,,,
ACT,4745.0,600.0,0.0,0.0,2692.0,0.0,0.0,2022-01-26,,,,,,,,,,,,,,,,,,,,,,,
NSW,195701.0,3.0,0.0,12915.0,29.0,1.0,88625.0,2022-01-26,,,,,,,,,,,,,,,,,,,,,,,
NT,2055.0,4.0,0.0,161.0,29.0,0.0,780.0,2022-01-26,,,,,,,,,,,,,,,,,,,,,,,
QLD,76417.0,724.0,0.0,8230.0,1144.0,1.0,61690.0,2022-01-26,,,,,,,,,,,,,,,,,,,,,,,
SA,26574.0,948.0,2.0,1451.0,5661.0,62.0,11706.0,2022-01-26,,,,,,,,,,,,,,,,,,,,,,,
TAS,1283.0,1.0,0.0,201.0,6.0,0.0,1412.0,2022-01-26,,,,,,,,,,,,,,,,,,,,,,,
VIC,46659.0,1264.0,0.0,5269.0,5532.0,0.0,50365.0,2022-01-26,,,,,,,,,,,,,,,,,,,,,,,
WA,132.0,23.0,0.0,1.0,92.0,11.0,12.0,2022-01-26,,,,,,,,,,,,,,,,,,,,,,,
Australia,382997.0,793.0,1.0,33308.0,13150.0,58.0,206299.0,2022-01-27,,,,,,,,,,,,,,,,,,,,,,,
ACT,4787.0,648.0,0.0,0.0,3144.0,0.0,0.0,2022-01-27,,,,,,,,,,,,,,,,,,,,,,,
NSW,230740.0,3.0,0.0,17313.0,23.0,1.0,88707.0,2022-01-27,,,,,,,,,,,,,,,,,,,,,,,
NT,3700.0,9.0,0.0,172.0,36.0,0.0,851.0,2022-01-27,,,,,,,,,,,,,,,,,,,,,,,
QLD,73266.0,93.0,0.0,7521.0,1124.0,1.0,58257.0,2022-01-27,,,,,,,,,,,,,,,,,,,,,,,
SA,25735.0,0.0,0.0,1953.0,4135.0,45.0,11603.0,2022-01-27,,,,,,,,,,,,,,,,,,,,,,,
TAS,1335.0,0.0,0.0,248.0,6.0,0.0,1642.0,2022-01-27,,,,,,,,,,,,,,,,,,,,,,,
VIC,43303.0,29.0,0.0,6101.0,4587.0,0.0,45228.0,2022-01-27,,,,,,,,,,,,,,,,,,,,,,,
WA,131.0,11.0,1.0,0.0,95.0,11.0,11.0,2022-01-27,,,,,,,,,,,,,,,,,,,,,,,
Australia,365260.0,2332.0,10.0,25757.0,13988.0,56.0,192466.0,2022-01-28,,,,,,,,,,,,,,,,,,,,,,,
ACT,4744.0,478.0,0.0,0.0,3329.0,0.0,0.0,2022-01-28,,,,,,,,,,,,,,,,,,,,,,,
NSW,219996.0,17.0,1.0,13315.0,38.0,1.0,86712.0,2022-01-28,,,,,,,,,,,,,,,,,,,,,,,
NT,4228.0,22.0,0.0,918.0,55.0,0.0,1623.0,2022-01-28,,,,,,,,,,,,,,,,,,,,,,,
QLD,69350.0,130.0,0.0,5884.0,1227.0,1.0,52986.0,2022-01-28,,,,,,,,,,,,,,,,,,,,,,,
SA,24612.0,613.0,9.0,1224.0,3585.0,45.0,10857.0,2022-01-28,,,,,,,,,,,,,,,,,,,,,,,
TAS,1263.0,0.0,0.0,135.0,6.0,0.0,1510.0,2022-01-28,,,,,,,,,,,,,,,,,,,,,,,
VIC,40938.0,1069.0,0.0,4276.0,5656.0,0.0,38764.0,2022-01-28,,,,,,,,,,,,,,,,,,,,,,,
WA,129.0,3.0,0.0,5.0,92.0,9.0,14.0,2022-01-28,,,,,,,,,,,,,,,,,,,,,,,
Australia,393038.0,2358.0,15.0,27609.0,15131.0,69.0,186537.0,2022-01-29,,,,,,,,,,,,,,,,,,,,,,,
ACT,4648.0,438.0,0.0,0.0,3567.0,0.0,0.0,2022-01-29,,,,,,,,,,,,,,,,,,,,,,,
NSW,213467.0,8.0,0.0,13346.0,40.0,1.0,88112.0,2022-01-29,,,,,,,,,,,,,,,,,,,,,,,
NT,4650.0,3.0,0.0,825.0,52.0,0.0,2276.0,2022-01-29,,,,,,,,,,,,,,,,,,,,,,,
QLD,66068.0,247.0,1.0,6899.0,1370.0,2.0,49294.0,2022-01-29,,,,,,,,,,,,,,,,,,,,,,,
SA,22985.0,555.0,14.0,1171.0,4140.0,59.0,9681.0,2022-01-29,,,,,,,,,,,,,,,,,,,,,,,
TAS,1247.0,0.0,0.0,208.0,5.0,0.0,1350.0,2022-01-29,,,,,,,,,,,,,,,,,,,,,,,
VIC,79836.0,1086.0,0.0,5158.0,5851.0,0.0,35811.0,2022-01-29,,,,,,,,,,,,,,,,,,,,,,,
WA,137.0,21.0,0.0,2.0,106.0,7.0,13.0,2022-01-29,,,,,,,,,,,,,,,,,,,,,,,
Australia,385779.0,1696.0,2.0,32032.0,15621.0,53.0,188133.0,2022-01-30,,,,,,,,,,,,,,,,,,,,,,,
ACT,4469.0,584.0,0.0,0.0,3766.0,0.0,0.0,2022-01-30,,,,,,,,,,,,,,,,,,,,,,,
NSW,211579.0,11.0,2.0,13511.0,48.0,3.0,88006.0,2022-01-30,,,,,,,,,,,,,,,,,,,,,,,
NT,5167.0,4.0,0.0,845.0,47.0,0.0,3064.0,2022-01-30,,,,,,,,,,,,,,,,,,,,,,,
QLD,64252.0,103.0,0.0,5834.0,1437.0,2.0,46525.0,2022-01-30,,,,,,,,,,,,,,,,,,,,,,,
SA,20569.0,0.0,0.0,1633.0,3394.0,42.0,10015.0,2022-01-30,,,,,,,,,,,,,,,,,,,,,,,
TAS,1302.0,1.0,0.0,593.0,6.0,0.0,1706.0,2022-01-30,,,,,,,,,,,,,,,,,,,,,,,
VIC,78294.0,974.0,0.0,9615.0,6821.0,0.0,38805.0,2022-01-30,,,,,,,,,,,,,,,,,,,,,,,
WA,147.0,19.0,0.0,1.0,102.0,6.0,12.0,2022-01-30,,,,,,,,,,,,,,,,,,,,,,,
Australia,379746.0,1282.0,3.0,29162.0,14768.0,45.0,197441.0,2022-01-31,,,,,,,,,,,,,,,,,,,,,,,
ACT,4175.0,311.0,0.0,0.0,3605.0,0.0,0.0,2022-01-31,,,,,,,,,,,,,,,,,,,,,,,
NSW,208142.0,3.0,2.0,13021.0,48.0,5.0,92840.0,2022-01-31,,,,,,,,,,,,,,,,,,,,,,,
NT,5547.0,7.0,0.0,753.0,51.0,0.0,3759.0,2022-01-31,,,,,,,,,,,,,,,,,,,,,,,
QLD,64226.0,78.0,0.0,4535.0,1460.0,2.0,44518.0,2022-01-31,,,,,,,,,,,,,,,,,,,,,,,
SA,19847.0,64.0,0.0,1441.0,2833.0,33.0,10081.0,2022-01-31,,,,,,,,,,,,,,,,,,,,,,,
TAS,1313.0,0.0,0.0,157.0,3.0,0.0,1698.0,2022-01-31,,,,,,,,,,,,,,,,,,,,,,,
VIC,76335.0,798.0,0.0,9255.0,6657.0,0.0,44534.0,2022-01-31,,,,,,,,,,,,,,,,,,,,,,,
WA,161.0,21.0,1.0,0.0,111.0,5.0,11.0,2022-01-31,,,,,,,,,,,,,,,,,,,,,,,
Australia,366895.0,1623.0,3.0,29068.0,13651.0,36.0,205164.0,2022-02-01,,,,,,,,,,,,,,,,,,,,,,,
ACT,3750.0,326.0,0.0,0.0,3385.0,0.0,0.0,2022-02-01,,,,,,,,,,,,,,,,,,,,,,,
NSW,200901.0,14.0,1.0,12803.0,59.0,6.0,96224.0,2022-02-01,,,,,,,,,,,,,,,,,,,,,,,
NT,6165.0,9.0,0.0,961.0,58.0,0.0,4635.0,2022-02-01,,,,,,,,,,,,,,,,,,,,,,,
QLD,63119.0,143.0,0.0,3733.0,1518.0,1.0,42636.0,2022-02-01,,,,,,,,,,,,,,,,,,,,,,,
SA,18928.0,356.0,2.0,908.0,2536.0,27.0,9781.0,2022-02-01,,,,,,,,,,,,,,,,,,,,,,,
TAS,1156.0,1.0,0.0,102.0,3.0,0.0,1644.0,2022-02-01,,,,,,,,,,,,,,,,,,,,,,,
VIC,72710.0,755.0,0.0,10556.0,5975.0,0.0,50230.0,2022-02-01,,,,,,,,,,,,,,,,,,,,,,,
WA,166.0,19.0,0.0,5.0,117.0,2.0,14.0,2022-02-01,,,,,,,,,,,,,,,,,,,,,,,
Australia,357492.0,2208.0,14.0,37623.0,12292.0,48.0,214559.0,2022-02-02,,,,,,,,,,,,,,,,,,,,,,,
ACT,3386.0,549.0,0.0,0.0,3334.0,0.0,0.0,2022-02-02,,,,,,,,,,,,,,,,,,,,,,,
NSW,193922.0,9.0,0.0,11798.0,65.0,6.0,95107.0,2022-02-02,,,,,,,,,,,,,,,,,,,,,,,
NT,6576.0,7.0,0.0,1126.0,61.0,0.0,5600.0,2022-02-02,,,,,,,,,,,,,,,,,,,,,,,
QLD,59682.0,149.0,0.0,9236.0,943.0,1.0,43642.0,2022-02-02,,,,,,,,,,,,,,,,,,,,,,,
SA,18741.0,538.0,13.0,1172.0,2126.0,38.0,9502.0,2022-02-02,,,,,,,,,,,,,,,,,,,,,,,
TAS,1121.0,0.0,0.0,666.0,2.0,0.0,2109.0,2022-02-02,,,,,,,,,,,,,,,,,,,,,,,
VIC,73886.0,930.0,0.0,13623.0,5641.0,0.0,58584.0,2022-02-02,,,,,,,,,,,,,,,,,,,,,,,
WA,178.0,26.0,1.0,2.0,120.0,3.0,15.0,2022-02-02,,,,,,,,,,,,,,,,,,,,,,,
Australia,345427.0,2296.0,21.0,34525.0,13795.0,68.0,215776.0,2022-02-03,,,,,,,,,,,,,,,,,,,,,,,
ACT,3183.0,529.0,0.0,0.0,3215.0,0.0,0.0,2022-02-03,,,,,,,,,,,,,,,,,,,,,,,
NSW,189389.0,7.0,0.0,12625.0,69.0,6.0,90419.0,2022-02-03,,,,,,,,,,,,,,,,,,,,,,,
NT,6913.0,17.0,0.0,960.0,69.0,0.0,6388.0,2022-02-03,,,,,,,,,,,,,,,,,,,,,,,
QLD,59682.0,139.0,0.0,8140.0,989.0,1.0,44261.0,2022-02-03,,,,,,,,,,,,,,,,,,,,,,,
SA,18308.0,563.0,18.0,1002.0,2689.0,56.0,8551.0,2022-02-03,,,,,,,,,,,,,,,,,,,,,,,
TAS,1114.0,0.0,0.0,656.0,2.0,0.0,2517.0,2022-02-03,,,,,,,,,,,,,,,,,,,,,,,
VIC,66648.0,1019.0,0.0,11138.0,6631.0,0.0,63621.0,2022-02-03,,,,,,,,,,,,,,,,,,,,,,,
WA,190.0,22.0,3.0,4.0,131.0,5.0,19.0,2022-02-03,,,,,,,,,,,,,,,,,,,,,,,
Australia,329054.0,1841.0,12.0,30366.0,13304.0,70.0,220385.0,2022-02-04,,,,,,,,,,,,,,,,,,,,,,,
ACT,2954.0,449.0,0.0,0.0,3186.0,0.0,0.0,2022-02-04,,,,,,,,,,,,,,,,,,,,,,,
NSW,179467.0,7.0,0.0,10691.0,59.0,5.0,87795.0,2022-02-04,,,,,,,,,,,,,,,,,,,,,,,
NT,7094.0,2.0,0.0,1002.0,49.0,0.0,6472.0,2022-02-04,,,,,,,,,,,,,,,,,,,,,,,
QLD,55078.0,169.0,1.0,6687.0,1028.0,2.0,45064.0,2022-02-04,,,,,,,,,,,,,,,,,,,,,,,
SA,17199.0,474.0,10.0,879.0,2550.0,57.0,8206.0,2022-02-04,,,,,,,,,,,,,,,,,,,,,,,
TAS,1091.0,1.0,0.0,575.0,3.0,0.0,2957.0,2022-02-04,,,,,,,,,,,,,,,,,,,,,,,
VIC,65968.0,710.0,0.0,10530.0,6272.0,0.0,69875.0,2022-02-04,,,,,,,,,,,,,,,,,,,,,,,
WA,203.0,29.0,1.0,2.0,157.0,6.0,16.0,2022-02-04,,,,,,,,,,,,,,,,,,,,,,,
Australia,310841.0,1487.0,12.0,26559.0,12433.0,67.0,219612.0,2022-02-05,,,,,,,,,,,,,,,,,,,,,,,
ACT,2779.0,372.0,0.0,0.0,3120.0,0.0,0.0,2022-02-05,,,,,,,,,,,,,,,,,,,,,,,
NSW,169483.0,3.0,2.0,8384.0,54.0,7.0,82833.0,2022-02-05,,,,,,,,,,,,,,,,,,,,,,,
NT,7363.0,3.0,0.0,965.0,49.0,0.0,6612.0,2022-02-05,,,,,,,,,,,,,,,,,,,,,,,
QLD,50522.0,141.0,0.0,8580.0,922.0,1.0,47022.0,2022-02-05,,,,,,,,,,,,,,,,,,,,,,,
SA,16041.0,461.0,10.0,818.0,2456.0,53.0,7853.0,2022-02-05,,,,,,,,,,,,,,,,,,,,,,,
TAS,1035.0,0.0,0.0,483.0,3.0,0.0,3232.0,2022-02-05,,,,,,,,,,,,,,,,,,,,,,,
VIC,63409.0,485.0,0.0,7325.0,5671.0,0.0,72042.0,2022-02-05,,,,,,,,,,,,,,,,,,,,,,,
WA,209.0,22.0,0.0,4.0,158.0,6.0,18.0,2022-02-05,,,,,,,,,,,,,,,,,,,,,,,
Australia,299714.0,1471.0,6.0,22273.0,12208.0,71.0,209853.0,2022-02-06,,,,,,,,,,,,,,,,,,,,,,,
ACT,2623.0,323.0,0.0,0.0,2859.0,0.0,0.0,2022-02-06,,,,,,,,,,,,,,,,,,,,,,,
NSW,162656.0,1.0,1.0,7891.0,44.0,6.0,77213.0,2022-02-06,,,,,,,,,,,,,,,,,,,,,,,
NT,7372.0,7.0,0.0,860.0,52.0,0.0,6627.0,2022-02-06,,,,,,,,,,,,,,,,,,,,,,,
QLD,49639.0,168.0,0.0,5578.0,987.0,1.0,46766.0,2022-02-06,,,,,,,,,,,,,,,,,,,,,,,
SA,15215.0,374.0,4.0,856.0,2830.0,57.0,7076.0,2022-02-06,,,,,,,,,,,,,,,,,,,,,,,
TAS,1048.0,2.0,0.0,470.0,4.0,0.0,3109.0,2022-02-06,,,,,,,,,,,,,,,,,,,,,,,
VIC,60917.0,554.0,0.0,6615.0,5251.0,0.0,69042.0,2022-02-06,,,,,,,,,,,,,,,,,,,,,,,
WA,244.0,42.0,1.0,3.0,181.0,7.0,20.0,2022-02-06,,,,,,,,,,,,,,,,,,,,,,,
Australia,289342.0,1074.0,14.0,22080.0,12000.0,82.0,202771.0,2022-02-07,,,,,,,,,,,,,,,,,,,,,,,
ACT,2406.0,299.0,0.0,0.0,2847.0,0.0,0.0,2022-02-07,,,,,,,,,,,,,,,,,,,,,,,
NSW,155383.0,3.0,3.0,7431.0,44.0,7.0,71623.0,2022-02-07,,,,,,,,,,,,,,,,,,,,,,,
NT,7369.0,7.0,0.0,824.0,52.0,0.0,6698.0,2022-02-07,,,,,,,,,,,,,,,,,,,,,,,
QLD,48447.0,124.0,0.0,4577.0,1033.0,1.0,46808.0,2022-02-07,,,,,,,,,,,,,,,,,,,,,,,
SA,14635.0,173.0,10.0,964.0,2939.0,67.0,6599.0,2022-02-07,,,,,,,,,,,,,,,,,,,,,,,
TAS,1036.0,4.0,0.0,438.0,8.0,0.0,3390.0,2022-02-07,,,,,,,,,,,,,,,,,,,,,,,
VIC,59801.0,431.0,0.0,7844.0,4884.0,0.0,67631.0,2022-02-07,,,,,,,,,,,,,,,,,,,,,,,
WA,265.0,33.0,1.0,2.0,193.0,7.0,22.0,2022-02-07,,,,,,,,,,,,,,,,,,,,,,,
Australia,277360.0,1379.0,26.0,26797.0,11756.0,105.0,200500.0,2022-02-08,,,,,,,,,,,,,,,,,,,,,,,
ACT,2369.0,495.0,0.0,0.0,3016.0,0.0,0.0,2022-02-08,,,,,,,,,,,,,,,,,,,,,,,
NSW,145808.0,2.0,6.0,9682.0,32.0,12.0,68502.0,2022-02-08,,,,,,,,,,,,,,,,,,,,,,,
NT,7407.0,6.0,0.0,1086.0,49.0,0.0,6823.0,2022-02-08,,,,,,,,,,,,,,,,,,,,,,,
QLD,47876.0,59.0,1.0,5118.0,949.0,2.0,48193.0,2022-02-08,,,,,,,,,,,,,,,,,,,,,,,
SA,14159.0,377.0,8.0,911.0,2960.0,73.0,6602.0,2022-02-08,,,,,,,,,,,,,,,,,,,,,,,
TAS,997.0,0.0,0.0,601.0,7.0,0.0,3889.0,2022-02-08,,,,,,,,,,,,,,,,,,,,,,,
VIC,58449.0,388.0,0.0,9397.0,4517.0,0.0,66472.0,2022-02-08,,,,,,,,,,,,,,,,,,,,,,,
WA,295.0,52.0,11.0,2.0,226.0,18.0,19.0,2022-02-08,,,,,,,,,,,,,,,,,,,,,,,
Australia,265493.0,1316.0,17.0,29731.0,10864.0,108.0,192608.0,2022-02-09,,,,,,,,,,,,,,,,,,,,,,,
ACT,2365.0,475.0,0.0,0.0,2942.0,0.0,0.0,2022-02-09,,,,,,,,,,,,,,,,,,,,,,,
NSW,138118.0,2.0,0.0,10310.0,25.0,12.0,67014.0,2022-02-09,,,,,,,,,,,,,,,,,,,,,,,
NT,7460.0,10.0,0.0,1118.0,52.0,0.0,6815.0,2022-02-09,,,,,,,,,,,,,,,,,,,,,,,
QLD,44917.0,168.0,0.0,6734.0,968.0,2.0,45691.0,2022-02-09,,,,,,,,,,,,,,,,,,,,,,,
SA,14312.0,2.0,4.0,1665.0,2424.0,64.0,7095.0,2022-02-09,,,,,,,,,,,,,,,,,,,,,,,
TAS,966.0,0.0,0.0,574.0,7.0,0.0,3797.0,2022-02-09,,,,,,,,,,,,,,,,,,,,,,,
VIC,57022.0,581.0,0.0,9327.0,4168.0,0.0,62176.0,2022-02-09,,,,,,,,,,,,,,,,,,,,,,,
WA,333.0,78.0,13.0,3.0,278.0,30.0,20.0,2022-02-09,,,,,,,,,,,,,,,,,,,,,,,
Australia,256794.0,1989.0,11.0,27451.0,10557.0,98.0,187044.0,2022-02-10,,,,,,,,,,,,,,,,,,,,,,,
ACT,2380.0,500.0,0.0,0.0,2913.0,0.0,0.0,2022-02-10,,,,,,,,,,,,,,,,,,,,,,,
NSW,136087.0,6.0,0.0,10124.0,24.0,12.0,64513.0,2022-02-10,,,,,,,,,,,,,,,,,,,,,,,
NT,7411.0,8.0,0.0,1153.0,43.0,0.0,7008.0,2022-02-10,,,,,,,,,,,,,,,,,,,,,,,
QLD,39088.0,168.0,0.0,5686.0,997.0,2.0,44747.0,2022-02-10,,,,,,,,,,,,,,,,,,,,,,,
SA,14528.0,655.0,7.0,977.0,2516.0,53.0,7070.0,2022-02-10,,,,,,,,,,,,,,,,,,,,,,,
TAS,937.0,1.0,0.0,636.0,8.0,0.0,3777.0,2022-02-10,,,,,,,,,,,,,,,,,,,,,,,
VIC,55946.0,524.0,0.0,8867.0,3673.0,0.0,59905.0,2022-02-10,,,,,,,,,,,,,,,,,,,,,,,
WA,417.0,127.0,4.0,8.0,383.0,31.0,24.0,2022-02-10,,,,,,,,,,,,,,,,,,,,,,,
Australia,248500.0,1801.0,26.0,25302.0,10517.0,112.0,181980.0,2022-02-11,,,,,,,,,,,,,,,,,,,,,,,
ACT,2533.0,489.0,0.0,0.0,2953.0,0.0,0.0,2022-02-11,,,,,,,,,,,,,,,,,,,,,,,
NSW,130437.0,2.0,0.0,8948.0,19.0,12.0,62770.0,2022-02-11,,,,,,,,,,,,,,,,,,,,,,,
NT,7379.0,3.0,0.0,1093.0,44.0,0.0,7099.0,2022-02-11,,,,,,,,,,,,,,,,,,,,,,,
QLD,36765.0,151.0,1.0,5825.0,979.0,2.0,43885.0,2022-02-11,,,,,,,,,,,,,,,,,,,,,,,
SA,14375.0,567.0,12.0,866.0,2609.0,55.0,7057.0,2022-02-11,,,,,,,,,,,,,,,,,,,,,,,
TAS,912.0,1.0,0.0,551.0,8.0,0.0,3753.0,2022-02-11,,,,,,,,,,,,,,,,,,,,,,,
VIC,55617.0,512.0,0.0,8009.0,3475.0,0.0,57384.0,2022-02-11,,,,,,,,,,,,,,,,,,,,,,,
WA,482.0,76.0,13.0,10.0,430.0,43.0,32.0,2022-02-11,,,,,,,,,,,,,,,,,,,,,,,
Australia,240422.0,1728.0,12.0,21010.0,10758.0,112.0,174644.0,2022-02-12,,,,,,,,,,,,,,,,,,,,,,,
ACT,2618.0,428.0,0.0,0.0,3009.0,0.0,0.0,2022-02-12,,,,,,,,,,,,,,,,,,,,,,,
NSW,126533.0,6.0,0.0,8177.0,22.0,10.0,62563.0,2022-02-12,,,,,,,,,,,,,,,,,,,,,,,
NT,7733.0,5.0,0.0,1378.0,46.0,0.0,7512.0,2022-02-12,,,,,,,,,,,,,,,,,,,,,,,
