Jurisdiction,Overseas,Locally acquired - contact of confirmed case,Locally acquired - unknown contact*,Locally acquired - interstate travel,Under investigation*,Total cases,Total deaths,Date,Locally acquired - unknown contact,Under investigation,"Population with at least one doses, 5+ years (%)","Population with two doses, 5+ years (%)","Eligible population with third dose, 16+ years (%)","Eligible population with fourth dose, 30+ years (%)"
SA,,,,,,,,2022-09-25,,,91.8%,88.8%,75.7%,44.3%
Tas,,,,,,,,2022-09-25,,,97.3%,94.4%,74.4%,47.3%
ACT,,,,,,,,2022-09-25,,,>99%,98.2%,80.3%,44.5%
NT,,,,,,,,2022-09-25,,,85.5%,81.4%,79.2%,23.5%
National,,,,,,,,2022-09-26,,,93.0%,90.2%,71.8%,40.7%
NSW,,,,,,,,2022-09-26,,,91.8%,89.4%,69.8%,42.4%
Vic,,,,,,,,2022-09-26,,,92.0%,89.4%,73.9%,38.3%
Qld,,,,,,,,2022-09-26,,,88.4%,85.8%,64.9%,44.1%
WA,,,,,,,,2022-09-26,,,94.8%,91.8%,83.2%,34.8%
SA,,,,,,,,2022-09-26,,,91.8%,88.8%,75.7%,44.3%
Tas,,,,,,,,2022-09-26,,,97.3%,94.4%,74.4%,47.3%
ACT,,,,,,,,2022-09-26,,,>99%,98.2%,80.3%,44.5%
NT,,,,,,,,2022-09-26,,,85.5%,81.4%,79.2%,23.5%
National,,,,,,,,2022-09-27,,,93.0%,90.2%,71.8%,40.7%
NSW,,,,,,,,2022-09-27,,,91.8%,89.4%,69.8%,42.4%
Vic,,,,,,,,2022-09-27,,,92.0%,89.4%,73.9%,38.3%
Qld,,,,,,,,2022-09-27,,,88.4%,85.8%,64.9%,44.1%
WA,,,,,,,,2022-09-27,,,94.8%,91.8%,83.2%,34.8%
SA,,,,,,,,2022-09-27,,,91.8%,88.8%,75.7%,44.3%
Tas,,,,,,,,2022-09-27,,,97.3%,94.4%,74.4%,47.3%
ACT,,,,,,,,2022-09-27,,,>99%,98.2%,80.3%,44.5%
NT,,,,,,,,2022-09-27,,,85.5%,81.4%,79.2%,23.5%
National,,,,,,,,2022-09-28,,,93.0%,90.2%,71.8%,40.7%
NSW,,,,,,,,2022-09-28,,,91.8%,89.4%,69.8%,42.4%
Vic,,,,,,,,2022-09-28,,,92.0%,89.4%,73.9%,38.3%
Qld,,,,,,,,2022-09-28,,,88.4%,85.8%,64.9%,44.1%
WA,,,,,,,,2022-09-28,,,94.8%,91.8%,83.2%,34.8%
SA,,,,,,,,2022-09-28,,,91.8%,88.8%,75.7%,44.3%
Tas,,,,,,,,2022-09-28,,,97.3%,94.4%,74.4%,47.3%
ACT,,,,,,,,2022-09-28,,,>99%,98.2%,80.3%,44.5%
NT,,,,,,,,2022-09-28,,,85.5%,81.4%,79.2%,23.5%
National,,,,,,,,2022-09-29,,,93.0%,90.2%,71.8%,40.7%
NSW,,,,,,,,2022-09-29,,,91.8%,89.4%,69.8%,42.4%
Vic,,,,,,,,2022-09-29,,,92.0%,89.4%,73.9%,38.3%
Qld,,,,,,,,2022-09-29,,,88.4%,85.8%,64.9%,44.1%
WA,,,,,,,,2022-09-29,,,94.8%,91.8%,83.2%,34.8%
SA,,,,,,,,2022-09-29,,,91.8%,88.8%,75.7%,44.3%
Tas,,,,,,,,2022-09-29,,,97.3%,94.4%,74.4%,47.3%
ACT,,,,,,,,2022-09-29,,,>99%,98.2%,80.3%,44.5%
NT,,,,,,,,2022-09-29,,,85.5%,81.4%,79.2%,23.5%
National,,,,,,,,2022-09-30,,,93.0%,90.2%,71.8%,40.9%
NSW,,,,,,,,2022-09-30,,,91.8%,89.4%,69.8%,42.6%
Vic,,,,,,,,2022-09-30,,,92.0%,89.4%,73.9%,38.5%
Qld,,,,,,,,2022-09-30,,,88.5%,85.8%,64.9%,44.2%
WA,,,,,,,,2022-09-30,,,94.8%,91.8%,83.2%,35.0%
SA,,,,,,,,2022-09-30,,,91.9%,88.8%,75.7%,44.6%
Tas,,,,,,,,2022-09-30,,,97.3%,94.5%,74.4%,47.5%
ACT,,,,,,,,2022-09-30,,,>99%,98.2%,80.3%,44.8%
NT,,,,,,,,2022-09-30,,,85.5%,81.4%,79.2%,23.7%
National,,,,,,,,2022-10-01,,,93.0%,90.2%,71.8%,40.9%
NSW,,,,,,,,2022-10-01,,,91.8%,89.4%,69.8%,42.6%
Vic,,,,,,,,2022-10-01,,,92.0%,89.4%,73.9%,38.5%
Qld,,,,,,,,2022-10-01,,,88.5%,85.8%,64.9%,44.2%
WA,,,,,,,,2022-10-01,,,94.8%,91.8%,83.2%,35.0%
SA,,,,,,,,2022-10-01,,,91.9%,88.8%,75.7%,44.6%
Tas,,,,,,,,2022-10-01,,,97.3%,94.5%,74.4%,47.5%
ACT,,,,,,,,2022-10-01,,,>99%,98.2%,80.3%,44.8%
NT,,,,,,,,2022-10-01,,,85.5%,81.4%,79.2%,23.7%
National,,,,,,,,2022-10-02,,,93.0%,90.2%,71.8%,40.9%
NSW,,,,,,,,2022-10-02,,,91.8%,89.4%,69.8%,42.6%
Vic,,,,,,,,2022-10-02,,,92.0%,89.4%,73.9%,38.5%
Qld,,,,,,,,2022-10-02,,,88.5%,85.8%,64.9%,44.2%
WA,,,,,,,,2022-10-02,,,94.8%,91.8%,83.2%,35.0%
SA,,,,,,,,2022-10-02,,,91.9%,88.8%,75.7%,44.6%
Tas,,,,,,,,2022-10-02,,,97.3%,94.5%,74.4%,47.5%
ACT,,,,,,,,2022-10-02,,,>99%,98.2%,80.3%,44.8%
NT,,,,,,,,2022-10-02,,,85.5%,81.4%,79.2%,23.7%
National,,,,,,,,2022-10-03,,,93.0%,90.2%,71.8%,40.9%
NSW,,,,,,,,2022-10-03,,,91.8%,89.4%,69.8%,42.6%
Vic,,,,,,,,2022-10-03,,,92.0%,89.4%,73.9%,38.5%
Qld,,,,,,,,2022-10-03,,,88.5%,85.8%,64.9%,44.2%
WA,,,,,,,,2022-10-03,,,94.8%,91.8%,83.2%,35.0%
SA,,,,,,,,2022-10-03,,,91.9%,88.8%,75.7%,44.6%
Tas,,,,,,,,2022-10-03,,,97.3%,94.5%,74.4%,47.5%
ACT,,,,,,,,2022-10-03,,,>99%,98.2%,80.3%,44.8%
NT,,,,,,,,2022-10-03,,,85.5%,81.4%,79.2%,23.7%
National,,,,,,,,2022-10-04,,,93.0%,90.2%,71.8%,40.9%
NSW,,,,,,,,2022-10-04,,,91.8%,89.4%,69.8%,42.6%
Vic,,,,,,,,2022-10-04,,,92.0%,89.4%,73.9%,38.5%
Qld,,,,,,,,2022-10-04,,,88.5%,85.8%,64.9%,44.2%
WA,,,,,,,,2022-10-04,,,94.8%,91.8%,83.2%,35.0%
SA,,,,,,,,2022-10-04,,,91.9%,88.8%,75.7%,44.6%
Tas,,,,,,,,2022-10-04,,,97.3%,94.5%,74.4%,47.5%
ACT,,,,,,,,2022-10-04,,,>99%,98.2%,80.3%,44.8%
NT,,,,,,,,2022-10-04,,,85.5%,81.4%,79.2%,23.7%
National,,,,,,,,2022-10-05,,,93.0%,90.2%,71.8%,40.9%
NSW,,,,,,,,2022-10-05,,,91.8%,89.4%,69.8%,42.6%
Vic,,,,,,,,2022-10-05,,,92.0%,89.4%,73.9%,38.5%
Qld,,,,,,,,2022-10-05,,,88.5%,85.8%,64.9%,44.2%
WA,,,,,,,,2022-10-05,,,94.8%,91.8%,83.2%,35.0%
SA,,,,,,,,2022-10-05,,,91.9%,88.8%,75.7%,44.6%
Tas,,,,,,,,2022-10-05,,,97.3%,94.5%,74.4%,47.5%
ACT,,,,,,,,2022-10-05,,,>99%,98.2%,80.3%,44.8%
NT,,,,,,,,2022-10-05,,,85.5%,81.4%,79.2%,23.7%
National,,,,,,,,2022-10-06,,,93.0%,90.2%,71.8%,40.9%
NSW,,,,,,,,2022-10-06,,,91.8%,89.4%,69.8%,42.6%
Vic,,,,,,,,2022-10-06,,,92.0%,89.4%,73.9%,38.5%
Qld,,,,,,,,2022-10-06,,,88.5%,85.8%,64.9%,44.2%
WA,,,,,,,,2022-10-06,,,94.8%,91.8%,83.2%,35.0%
SA,,,,,,,,2022-10-06,,,91.9%,88.8%,75.7%,44.6%
Tas,,,,,,,,2022-10-06,,,97.3%,94.5%,74.4%,47.5%
ACT,,,,,,,,2022-10-06,,,>99%,98.2%,80.3%,44.8%
NT,,,,,,,,2022-10-06,,,85.5%,81.4%,79.2%,23.7%
National,,,,,,,,2022-10-07,,,92.0%,89.5%,72.2%,41.2%
NSW,,,,,,,,2022-10-07,,,91.5%,89.4%,70.2%,42.9%
Vic,,,,,,,,2022-10-07,,,93.2%,90.9%,74.3%,38.8%
Qld,,,,,,,,2022-10-07,,,86.7%,84.3%,65.2%,44.5%
WA,,,,,,,,2022-10-07,,,90.9%,88.3%,83.5%,35.3%
SA,,,,,,,,2022-10-07,,,89.1%,86.5%,76.1%,44.8%
Tas,,,,,,,,2022-10-07,,,91.5%,89.0%,74.7%,47.8%
ACT,,,,,,,,2022-10-07,,,94.7%,92.6%,80.6%,45.2%
NT,,,,,,,,2022-10-07,,,83.9%,80.2%,79.5%,24.0%
National,,,,,,,,2022-10-08,,,92.0%,89.5%,72.2%,41.2%
NSW,,,,,,,,2022-10-08,,,91.5%,89.4%,70.2%,42.9%
Vic,,,,,,,,2022-10-08,,,93.2%,90.9%,74.3%,38.8%
Qld,,,,,,,,2022-10-08,,,86.7%,84.3%,65.2%,44.5%
WA,,,,,,,,2022-10-08,,,90.9%,88.3%,83.5%,35.3%
SA,,,,,,,,2022-10-08,,,89.1%,86.5%,76.1%,44.8%
Tas,,,,,,,,2022-10-08,,,91.5%,89.0%,74.7%,47.8%
ACT,,,,,,,,2022-10-08,,,94.7%,92.6%,80.6%,45.2%
NT,,,,,,,,2022-10-08,,,83.9%,80.2%,79.5%,24.0%
National,,,,,,,,2022-10-09,,,92.0%,89.5%,72.2%,41.2%
NSW,,,,,,,,2022-10-09,,,91.5%,89.4%,70.2%,42.9%
Vic,,,,,,,,2022-10-09,,,93.2%,90.9%,74.3%,38.8%
Qld,,,,,,,,2022-10-09,,,86.7%,84.3%,65.2%,44.5%
WA,,,,,,,,2022-10-09,,,90.9%,88.3%,83.5%,35.3%
SA,,,,,,,,2022-10-09,,,89.1%,86.5%,76.1%,44.8%
Tas,,,,,,,,2022-10-09,,,91.5%,89.0%,74.7%,47.8%
ACT,,,,,,,,2022-10-09,,,94.7%,92.6%,80.6%,45.2%
NT,,,,,,,,2022-10-09,,,83.9%,80.2%,79.5%,24.0%
National,,,,,,,,2022-10-10,,,92.0%,89.5%,72.2%,41.2%
NSW,,,,,,,,2022-10-10,,,91.5%,89.4%,70.2%,42.9%
Vic,,,,,,,,2022-10-10,,,93.2%,90.9%,74.3%,38.8%
Qld,,,,,,,,2022-10-10,,,86.7%,84.3%,65.2%,44.5%
WA,,,,,,,,2022-10-10,,,90.9%,88.3%,83.5%,35.3%
SA,,,,,,,,2022-10-10,,,89.1%,86.5%,76.1%,44.8%
Tas,,,,,,,,2022-10-10,,,91.5%,89.0%,74.7%,47.8%
ACT,,,,,,,,2022-10-10,,,94.7%,92.6%,80.6%,45.2%
NT,,,,,,,,2022-10-10,,,83.9%,80.2%,79.5%,24.0%
National,,,,,,,,2022-10-11,,,92.0%,89.5%,72.2%,41.2%
NSW,,,,,,,,2022-10-11,,,91.5%,89.4%,70.2%,42.9%
Vic,,,,,,,,2022-10-11,,,93.2%,90.9%,74.3%,38.8%
Qld,,,,,,,,2022-10-11,,,86.7%,84.3%,65.2%,44.5%
WA,,,,,,,,2022-10-11,,,90.9%,88.3%,83.5%,35.3%
SA,,,,,,,,2022-10-11,,,89.1%,86.5%,76.1%,44.8%
Tas,,,,,,,,2022-10-11,,,91.5%,89.0%,74.7%,47.8%
ACT,,,,,,,,2022-10-11,,,94.7%,92.6%,80.6%,45.2%
NT,,,,,,,,2022-10-11,,,83.9%,80.2%,79.5%,24.0%
National,,,,,,,,2022-10-12,,,92.0%,89.5%,72.2%,41.2%
NSW,,,,,,,,2022-10-12,,,91.5%,89.4%,70.2%,42.9%
Vic,,,,,,,,2022-10-12,,,93.2%,90.9%,74.3%,38.8%
Qld,,,,,,,,2022-10-12,,,86.7%,84.3%,65.2%,44.5%
WA,,,,,,,,2022-10-12,,,90.9%,88.3%,83.5%,35.3%
SA,,,,,,,,2022-10-12,,,89.1%,86.5%,76.1%,44.8%
Tas,,,,,,,,2022-10-12,,,91.5%,89.0%,74.7%,47.8%
ACT,,,,,,,,2022-10-12,,,94.7%,92.6%,80.6%,45.2%
NT,,,,,,,,2022-10-12,,,83.9%,80.2%,79.5%,24.0%
National,,,,,,,,2022-10-13,,,92.0%,89.5%,72.2%,41.2%
NSW,,,,,,,,2022-10-13,,,91.5%,89.4%,70.2%,42.9%
Vic,,,,,,,,2022-10-13,,,93.2%,90.9%,74.3%,38.8%
Qld,,,,,,,,2022-10-13,,,86.7%,84.3%,65.2%,44.5%
WA,,,,,,,,2022-10-13,,,90.9%,88.3%,83.5%,35.3%
SA,,,,,,,,2022-10-13,,,89.1%,86.5%,76.1%,44.8%
Tas,,,,,,,,2022-10-13,,,91.5%,89.0%,74.7%,47.8%
ACT,,,,,,,,2022-10-13,,,94.7%,92.6%,80.6%,45.2%
NT,,,,,,,,2022-10-13,,,83.9%,80.2%,79.5%,24.0%
National,,,,,,,,2022-10-14,,,92.0%,89.5%,72.2%,41.4%
NSW,,,,,,,,2022-10-14,,,91.5%,89.4%,70.2%,43.0%
Vic,,,,,,,,2022-10-14,,,93.2%,90.9%,74.3%,38.9%
Qld,,,,,,,,2022-10-14,,,86.7%,84.3%,65.2%,44.6%
WA,,,,,,,,2022-10-14,,,90.9%,88.3%,83.5%,35.5%
SA,,,,,,,,2022-10-14,,,89.1%,86.5%,76.1%,45.0%
Tas,,,,,,,,2022-10-14,,,91.5%,89.0%,74.7%,47.9%
ACT,,,,,,,,2022-10-14,,,94.7%,92.6%,80.6%,45.5%
NT,,,,,,,,2022-10-14,,,83.9%,80.2%,79.6%,24.2%
National,,,,,,,,2022-10-15,,,92.0%,89.5%,72.2%,41.4%
NSW,,,,,,,,2022-10-15,,,91.5%,89.4%,70.2%,43.0%
Vic,,,,,,,,2022-10-15,,,93.2%,90.9%,74.3%,38.9%
Qld,,,,,,,,2022-10-15,,,86.7%,84.3%,65.2%,44.6%
WA,,,,,,,,2022-10-15,,,90.9%,88.3%,83.5%,35.5%
SA,,,,,,,,2022-10-15,,,89.1%,86.5%,76.1%,45.0%
Tas,,,,,,,,2022-10-15,,,91.5%,89.0%,74.7%,47.9%
ACT,,,,,,,,2022-10-15,,,94.7%,92.6%,80.6%,45.5%
NT,,,,,,,,2022-10-15,,,83.9%,80.2%,79.6%,24.2%
National,,,,,,,,2022-10-16,,,92.0%,89.5%,72.2%,41.4%
NSW,,,,,,,,2022-10-16,,,91.5%,89.4%,70.2%,43.0%
Vic,,,,,,,,2022-10-16,,,93.2%,90.9%,74.3%,38.9%
Qld,,,,,,,,2022-10-16,,,86.7%,84.3%,65.2%,44.6%
WA,,,,,,,,2022-10-16,,,90.9%,88.3%,83.5%,35.5%
SA,,,,,,,,2022-10-16,,,89.1%,86.5%,76.1%,45.0%
Tas,,,,,,,,2022-10-16,,,91.5%,89.0%,74.7%,47.9%
ACT,,,,,,,,2022-10-16,,,94.7%,92.6%,80.6%,45.5%
NT,,,,,,,,2022-10-16,,,83.9%,80.2%,79.6%,24.2%
National,,,,,,,,2022-10-17,,,92.0%,89.5%,72.2%,41.4%
NSW,,,,,,,,2022-10-17,,,91.5%,89.4%,70.2%,43.0%
Vic,,,,,,,,2022-10-17,,,93.2%,90.9%,74.3%,38.9%
Qld,,,,,,,,2022-10-17,,,86.7%,84.3%,65.2%,44.6%
WA,,,,,,,,2022-10-17,,,90.9%,88.3%,83.5%,35.5%
SA,,,,,,,,2022-10-17,,,89.1%,86.5%,76.1%,45.0%
Tas,,,,,,,,2022-10-17,,,91.5%,89.0%,74.7%,47.9%
ACT,,,,,,,,2022-10-17,,,94.7%,92.6%,80.6%,45.5%
NT,,,,,,,,2022-10-17,,,83.9%,80.2%,79.6%,24.2%
National,,,,,,,,2022-10-18,,,92.0%,89.5%,72.2%,41.4%
NSW,,,,,,,,2022-10-18,,,91.5%,89.4%,70.2%,43.0%
Vic,,,,,,,,2022-10-18,,,93.2%,90.9%,74.3%,38.9%
Qld,,,,,,,,2022-10-18,,,86.7%,84.3%,65.2%,44.6%
WA,,,,,,,,2022-10-18,,,90.9%,88.3%,83.5%,35.5%
SA,,,,,,,,2022-10-18,,,89.1%,86.5%,76.1%,45.0%
Tas,,,,,,,,2022-10-18,,,91.5%,89.0%,74.7%,47.9%
ACT,,,,,,,,2022-10-18,,,94.7%,92.6%,80.6%,45.5%
NT,,,,,,,,2022-10-18,,,83.9%,80.2%,79.6%,24.2%
National,,,,,,,,2022-10-19,,,92.0%,89.5%,72.2%,41.4%
NSW,,,,,,,,2022-10-19,,,91.5%,89.4%,70.2%,43.0%
Vic,,,,,,,,2022-10-19,,,93.2%,90.9%,74.3%,38.9%
Qld,,,,,,,,2022-10-19,,,86.7%,84.3%,65.2%,44.6%
WA,,,,,,,,2022-10-19,,,90.9%,88.3%,83.5%,35.5%
SA,,,,,,,,2022-10-19,,,89.1%,86.5%,76.1%,45.0%
Tas,,,,,,,,2022-10-19,,,91.5%,89.0%,74.7%,47.9%
ACT,,,,,,,,2022-10-19,,,94.7%,92.6%,80.6%,45.5%
NT,,,,,,,,2022-10-19,,,83.9%,80.2%,79.6%,24.2%
National,,,,,,,,2022-10-20,,,92.0%,89.5%,72.2%,41.4%
NSW,,,,,,,,2022-10-20,,,91.5%,89.4%,70.2%,43.0%
Vic,,,,,,,,2022-10-20,,,93.2%,90.9%,74.3%,38.9%
Qld,,,,,,,,2022-10-20,,,86.7%,84.3%,65.2%,44.6%
WA,,,,,,,,2022-10-20,,,90.9%,88.3%,83.5%,35.5%
SA,,,,,,,,2022-10-20,,,89.1%,86.5%,76.1%,45.0%
Tas,,,,,,,,2022-10-20,,,91.5%,89.0%,74.7%,47.9%
ACT,,,,,,,,2022-10-20,,,94.7%,92.6%,80.6%,45.5%
NT,,,,,,,,2022-10-20,,,83.9%,80.2%,79.6%,24.2%
National,,,,,,,,2022-10-21,,,92.0%,89.5%,72.2%,41.5%
NSW,,,,,,,,2022-10-21,,,91.5%,89.4%,70.2%,43.1%
Vic,,,,,,,,2022-10-21,,,93.2%,91.0%,74.3%,39.1%
Qld,,,,,,,,2022-10-21,,,86.7%,84.3%,65.2%,44.6%
WA,,,,,,,,2022-10-21,,,90.9%,88.3%,83.5%,35.8%
SA,,,,,,,,2022-10-21,,,89.1%,86.5%,76.1%,45.3%
Tas,,,,,,,,2022-10-21,,,91.4%,89.0%,74.7%,48.1%
ACT,,,,,,,,2022-10-21,,,94.7%,92.6%,80.6%,45.9%
NT,,,,,,,,2022-10-21,,,83.8%,80.2%,79.6%,24.5%
National,,,,,,,,2022-10-22,,,92.0%,89.5%,72.2%,41.5%
NSW,,,,,,,,2022-10-22,,,91.5%,89.4%,70.2%,43.1%
Vic,,,,,,,,2022-10-22,,,93.2%,91.0%,74.3%,39.1%
Qld,,,,,,,,2022-10-22,,,86.7%,84.3%,65.2%,44.6%
WA,,,,,,,,2022-10-22,,,90.9%,88.3%,83.5%,35.8%
SA,,,,,,,,2022-10-22,,,89.1%,86.5%,76.1%,45.3%
Tas,,,,,,,,2022-10-22,,,91.4%,89.0%,74.7%,48.1%
ACT,,,,,,,,2022-10-22,,,94.7%,92.6%,80.6%,45.9%
NT,,,,,,,,2022-10-22,,,83.8%,80.2%,79.6%,24.5%
National,,,,,,,,2022-10-23,,,92.0%,89.5%,72.2%,41.5%
NSW,,,,,,,,2022-10-23,,,91.5%,89.4%,70.2%,43.1%
Vic,,,,,,,,2022-10-23,,,93.2%,91.0%,74.3%,39.1%
Qld,,,,,,,,2022-10-23,,,86.7%,84.3%,65.2%,44.6%
WA,,,,,,,,2022-10-23,,,90.9%,88.3%,83.5%,35.8%
SA,,,,,,,,2022-10-23,,,89.1%,86.5%,76.1%,45.3%
Tas,,,,,,,,2022-10-23,,,91.4%,89.0%,74.7%,48.1%
ACT,,,,,,,,2022-10-23,,,94.7%,92.6%,80.6%,45.9%
NT,,,,,,,,2022-10-23,,,83.8%,80.2%,79.6%,24.5%
National,,,,,,,,2022-10-24,,,92.0%,89.5%,72.2%,41.5%
NSW,,,,,,,,2022-10-24,,,91.5%,89.4%,70.2%,43.1%
Vic,,,,,,,,2022-10-24,,,93.2%,91.0%,74.3%,39.1%
Qld,,,,,,,,2022-10-24,,,86.7%,84.3%,65.2%,44.6%
WA,,,,,,,,2022-10-24,,,90.9%,88.3%,83.5%,35.8%
SA,,,,,,,,2022-10-24,,,89.1%,86.5%,76.1%,45.3%
Tas,,,,,,,,2022-10-24,,,91.4%,89.0%,74.7%,48.1%
ACT,,,,,,,,2022-10-24,,,94.7%,92.6%,80.6%,45.9%
NT,,,,,,,,2022-10-24,,,83.8%,80.2%,79.6%,24.5%
National,,,,,,,,2022-10-25,,,92.0%,89.5%,72.2%,41.5%
NSW,,,,,,,,2022-10-25,,,91.5%,89.4%,70.2%,43.1%
Vic,,,,,,,,2022-10-25,,,93.2%,91.0%,74.3%,39.1%
Qld,,,,,,,,2022-10-25,,,86.7%,84.3%,65.2%,44.6%
WA,,,,,,,,2022-10-25,,,90.9%,88.3%,83.5%,35.8%
SA,,,,,,,,2022-10-25,,,89.1%,86.5%,76.1%,45.3%
Tas,,,,,,,,2022-10-25,,,91.4%,89.0%,74.7%,48.1%
ACT,,,,,,,,2022-10-25,,,94.7%,92.6%,80.6%,45.9%
NT,,,,,,,,2022-10-25,,,83.8%,80.2%,79.6%,24.5%
National,,,,,,,,2022-10-26,,,92.0%,89.5%,72.2%,41.5%
NSW,,,,,,,,2022-10-26,,,91.5%,89.4%,70.2%,43.1%
Vic,,,,,,,,2022-10-26,,,93.2%,91.0%,74.3%,39.1%
Qld,,,,,,,,2022-10-26,,,86.7%,84.3%,65.2%,44.6%
WA,,,,,,,,2022-10-26,,,90.9%,88.3%,83.5%,35.8%
SA,,,,,,,,2022-10-26,,,89.1%,86.5%,76.1%,45.3%
Tas,,,,,,,,2022-10-26,,,91.4%,89.0%,74.7%,48.1%
ACT,,,,,,,,2022-10-26,,,94.7%,92.6%,80.6%,45.9%
NT,,,,,,,,2022-10-26,,,83.8%,80.2%,79.6%,24.5%
National,,,,,,,,2022-10-27,,,92.0%,89.5%,72.2%,41.5%
NSW,,,,,,,,2022-10-27,,,91.5%,89.4%,70.2%,43.1%
Vic,,,,,,,,2022-10-27,,,93.2%,91.0%,74.3%,39.1%
Qld,,,,,,,,2022-10-27,,,86.7%,84.3%,65.2%,44.6%
WA,,,,,,,,2022-10-27,,,90.9%,88.3%,83.5%,35.8%
SA,,,,,,,,2022-10-27,,,89.1%,86.5%,76.1%,45.3%
Tas,,,,,,,,2022-10-27,,,91.4%,89.0%,74.7%,48.1%
ACT,,,,,,,,2022-10-27,,,94.7%,92.6%,80.6%,45.9%
NT,,,,,,,,2022-10-27,,,83.8%,80.2%,79.6%,24.5%
National,,,,,,,,2022-10-28,,,92.0%,89.5%,72.2%,41.6%
NSW,,,,,,,,2022-10-28,,,91.5%,89.4%,70.2%,43.2%
Vic,,,,,,,,2022-10-28,,,93.2%,91.0%,74.3%,39.2%
Qld,,,,,,,,2022-10-28,,,86.7%,84.3%,65.2%,44.7%
WA,,,,,,,,2022-10-28,,,90.9%,88.3%,83.5%,36.0%
SA,,,,,,,,2022-10-28,,,89.2%,86.5%,76.1%,45.5%
Tas,,,,,,,,2022-10-28,,,91.4%,88.9%,74.7%,48.1%
ACT,,,,,,,,2022-10-28,,,94.7%,92.6%,80.7%,46.2%
NT,,,,,,,,2022-10-28,,,83.7%,80.1%,79.6%,24.6%
National,,,,,,,,2022-10-31,,,92.0%,89.5%,72.2%,41.6%
NSW,,,,,,,,2022-10-31,,,91.5%,89.4%,70.2%,43.2%
Vic,,,,,,,,2022-10-31,,,93.2%,91.0%,74.3%,39.2%
Qld,,,,,,,,2022-10-31,,,86.7%,84.3%,65.2%,44.7%
WA,,,,,,,,2022-10-31,,,90.9%,88.3%,83.5%,36.0%
SA,,,,,,,,2022-10-31,,,89.2%,86.5%,76.1%,45.5%
Tas,,,,,,,,2022-10-31,,,91.4%,88.9%,74.7%,48.1%
ACT,,,,,,,,2022-10-31,,,94.7%,92.6%,80.7%,46.2%
NT,,,,,,,,2022-10-31,,,83.7%,80.1%,79.6%,24.6%
National,,,,,,,,2022-11-01,,,92.0%,89.5%,72.2%,41.6%
NSW,,,,,,,,2022-11-01,,,91.5%,89.4%,70.2%,43.2%
Vic,,,,,,,,2022-11-01,,,93.2%,91.0%,74.3%,39.2%
Qld,,,,,,,,2022-11-01,,,86.7%,84.3%,65.2%,44.7%
WA,,,,,,,,2022-11-01,,,90.9%,88.3%,83.5%,36.0%
SA,,,,,,,,2022-11-01,,,89.2%,86.5%,76.1%,45.5%
Tas,,,,,,,,2022-11-01,,,91.4%,88.9%,74.7%,48.1%
ACT,,,,,,,,2022-11-01,,,94.7%,92.6%,80.7%,46.2%
NT,,,,,,,,2022-11-01,,,83.7%,80.1%,79.6%,24.6%
National,,,,,,,,2022-11-02,,,92.0%,89.5%,72.2%,41.6%
NSW,,,,,,,,2022-11-02,,,91.5%,89.4%,70.2%,43.2%
Vic,,,,,,,,2022-11-02,,,93.2%,91.0%,74.3%,39.2%
Qld,,,,,,,,2022-11-02,,,86.7%,84.3%,65.2%,44.7%
WA,,,,,,,,2022-11-02,,,90.9%,88.3%,83.5%,36.0%
SA,,,,,,,,2022-11-02,,,89.2%,86.5%,76.1%,45.5%
Tas,,,,,,,,2022-11-02,,,91.4%,88.9%,74.7%,48.1%
ACT,,,,,,,,2022-11-02,,,94.7%,92.6%,80.7%,46.2%
NT,,,,,,,,2022-11-02,,,83.7%,80.1%,79.6%,24.6%
National,,,,,,,,2022-11-03,,,92.0%,89.5%,72.2%,41.6%
NSW,,,,,,,,2022-11-03,,,91.5%,89.4%,70.2%,43.2%
Vic,,,,,,,,2022-11-03,,,93.2%,91.0%,74.3%,39.2%
Qld,,,,,,,,2022-11-03,,,86.7%,84.3%,65.2%,44.7%
WA,,,,,,,,2022-11-03,,,90.9%,88.3%,83.5%,36.0%
SA,,,,,,,,2022-11-03,,,89.2%,86.5%,76.1%,45.5%
Tas,,,,,,,,2022-11-03,,,91.4%,88.9%,74.7%,48.1%
ACT,,,,,,,,2022-11-03,,,94.7%,92.6%,80.7%,46.2%
NT,,,,,,,,2022-11-03,,,83.7%,80.1%,79.6%,24.6%
National,,,,,,,,2022-11-04,,,92.0%,89.6%,72.2%,41.7%
NSW,,,,,,,,2022-11-04,,,91.5%,89.4%,70.2%,43.3%
Vic,,,,,,,,2022-11-04,,,93.2%,91.0%,74.3%,39.3%
Qld,,,,,,,,2022-11-04,,,86.8%,84.4%,65.2%,44.7%
WA,,,,,,,,2022-11-04,,,90.9%,88.3%,83.5%,36.2%
SA,,,,,,,,2022-11-04,,,89.2%,86.5%,76.1%,45.7%
Tas,,,,,,,,2022-11-04,,,91.4%,88.9%,74.6%,48.3%
ACT,,,,,,,,2022-11-04,,,94.7%,92.6%,80.7%,46.6%
NT,,,,,,,,2022-11-04,,,83.7%,80.1%,79.6%,24.8%
National,,,,,,,,2022-11-05,,,92.0%,89.6%,72.2%,41.7%
NSW,,,,,,,,2022-11-05,,,91.5%,89.4%,70.2%,43.3%
Vic,,,,,,,,2022-11-05,,,93.2%,91.0%,74.3%,39.3%
Qld,,,,,,,,2022-11-05,,,86.8%,84.4%,65.2%,44.7%
